identifiant	tei:title	marc:titre_propre	site:nom	site:prenom	Nom:majuscules	Nom :capitalisés 	Idref:key	Idref:url	site:promotion	benc:pp	site :tri	site :sexe	site :notBefore	site :notAfter	site :professeur	site :lodel	Commentaire	benc:volume	benc:autorite?	site:id?	Date d'édition	Promotion	TOME	"COTE Thèse AN 
AB XXVIII "	ppn thèse (NC=non catalogué)	Lieu	Début-Fin de période	Dimensions en cm	Cote Thèse BENC	Renseigner : contribue au constat d'état
ENCPOS_1855_06	Du commerce des marchands et usuriers lombards en France jusqu’à la fin du règne de Charles_VI	Du commerce des marchands et usuriers lombards en France jusqu’à la fin du règne de Charles VI	Junca	Marie-Joseph-Étienne	MARIE JOSEPH-ÉTIENNE JUNCA	Marie Joseph-Étienne Junca		ABSENT	1855	27-29	junca	1	1000	1422				1-1847-1865	Junca, Marie-Joseph-Étienne	185506	1855	1852-1855	Promotion 1852-1855		NC		1000-1422			bon état
ENCPOS_1855_07	Géographie historique des bords du Rhône	Géographie historique des bords du Rhône	Paradis	Auguste	AUGUSTE PARADIS	Auguste Paradis		ABSENT	1855	31-34	paradis	1	-500	1855				1-1847-1865	Paradis, Auguste	185507	1855	1852-1855	Promotion 1852-1855		NC		-500-1855			bon état
ENCPOS_1855_08	Office de l’amiral en France du <abbr>xiii<sup>e</sup></abbr> au <abbr>xvii<sup>e</sup></abbr> siècle	Office de l’amiral en France du xiiie au xviie siècle	Rosenzweig	Louis	LOUIS ROSENZWEIG	Louis Rosenzweig	Rosenzweig, Louis (1830-1884)	 https://www.idref.fr/032899092	1855	33-38	rosenzweig	1	1200	1699				1-1847-1865	Rosenzweig, Louis	185508	1855	1852-1855	Promotion 1852-1855		NC		1200-1699			bon état
ENCPOS_1855_PREV		pages liminaires							1855	0-2								1-1847-1865												
ENCPOS_1856_01	Recherches sur les divisions politiques de la Gaule au <abbr>vi<sup>e</sup></abbr> siècle	Recherches sur les divisions politiques de la Gaule au vie siècle	Baillet	Théophile	THÉOPHILE BAILLET	Théophile Baillet	Baillet, Auguste (1834-1923)	https://www.idref.fr/035356480	1856	3-8	baillet	1	500	599				1-1847-1865	Baillet, Théophile	185601	1856	1855-1856	Promotion 1855-1856		NC		500-599			bon état
ENCPOS_1856_02	Monographie de l’orgue	Monographie de l’orgue	Bertrand	Jean-Édouard	Jean-Édouard BERTRAND.	Jean-Édouard Bertrand	Bertrand, Jean-Édouard	https://www.idref.fr/104824417	1856	9-10	bertrand	1	500	1850				1-1847-1865	Bertrand, Jean-Édouard	185602	1856	1855-1856	Promotion 1855-1856		NC		500-1850			bon état
ENCPOS_1856_03	Essai sur le consulat de la mer	Essai sur le consulat de la mer	Blancard	Louis	LOUIS BLANCHARD)	Louis Blanchard)	 Blancard, Louis (1831-1902) 	https://www.idref.fr/026731177	1856	11-12	blancard	1	1099	1499				1-1847-1865	Blancard, Louis	185603	1856	1855-1856	Promotion 1855-1856		NC		1099-1499			bon état
ENCPOS_1856_04	Recherches sur le droit_de_grâce dans la monarchie française et particulièrement sous les rois de la troisième race	Recherches sur le droit de grâce dans la monarchie française et particulièrement sous les rois de la troisième race	Croset	Ernest	ERNEST CROSET	Ernest Croset		ABSENT	1856	13-14	croset	1	987	1499				1-1847-1865	Croset, Ernest	185604	1856	1855-1856	Promotion 1855-1856		NC		987-1499			bon état
ENCPOS_1856_05	Du symbolisme dans la poésie liturgique	Du symbolisme dans la poésie liturgique	Desjardins	Gustave	GUSTAVE DESJARDINS	Gustave Desjardins	Desjardins, Gustave (1834-1902)	https://www.idref.fr/033580804	1856	15-18	desjardins	1	500	1499				1-1847-1865	Desjardins, Gustave	185605	1856	1855-1856	Promotion 1855-1856		NC		500-1499			bon état
ENCPOS_1856_06	Essai sur les causes de la dépopulation de la Dombes et l’origine de ses étangs	Essai sur les causes de la dépopulation de la Dombes et l’origine de ses étangs	Guigue	Claude	C. GUIGUE	C. Guigue	Guigue, Marie-Claude (1832-1889)	 https://www.idref.fr/02690800X	1856	19-21	guigue		500	1850				1-1847-1865	Guigue, Claude	185606	1856	1855-1856	Promotion 1855-1856		NC		500-1850			bon état
ENCPOS_1856_07	Christine_de_Pisan : sa vie et ses œuvres	Christine de Pisan : sa vie et ses œuvres	Pougin	Paul	PAUL POUGIN	Paul Pougin	Pougin, Paul (1835-1902)	https://www.idref.fr/034769250	1856	23-25	pougin	1	1364	1430				1-1847-1865	Pougin, Paul	185607	1856	1855-1856	Promotion 1855-1856		NC		1364-1430			bon état
ENCPOS_1856_08	Le Collège de Sorbonne, son fondateur, ses origines, sa constitution (de l’an 1250 jusqu’à l’époque de la restauration du collège sous le cardinal de Richelieu)	Le Collège de Sorbonne, son fondateur, ses origines, sa constitution (de l’an 1250 jusqu’à l’époque de la restauration du collège sous le cardinal de Richelieu)	Régnier	abbé Louis	l’Abbé REGNIER	l’Abbé Regnier		ABSENT	1856	27-28	regnier	1	1250	1699				1-1847-1865	Régnier, abbé Louis	185608	1856	1855-1856	Promotion 1855-1856		NC		1250-1699			bon état
ENCPOS_1856_09	Essai sur les poésies de Gautier_de_Coincy, grand prieur de l’abbaye de Saint-Médard de Soissons	Essai sur les poésies de Gautier de Coincy, grand prieur de l’abbaye de Saint-Médard de Soissons	Soehnée	Wilhelm	WILHELM SOEHNÉE	Wilhelm Soehnée		ABSENT	1856	29-30	soehnee	1	1178	1236				1-1847-1865	Soehnée, Wilhelm	185609	1856	1855-1856	Promotion 1855-1856		NC		1178-1236			bon état
ENCPOS_1856_PREV		pages liminaires							1856	0-2								1-1847-1865												
ENCPOS_1857_01	Étude sur l’histoire de l’agriculture au temps des Francs : maison rustique mérovingienne	Étude sur l’histoire de l’agriculture au temps des Francs : maison rustique mérovingienne	Bauquier	Charles	CHARLES BAUQUIER	Charles Bauquier		ABSENT	1857	3-4	bauquier	1	500	750				1-1847-1865	Bauquier, Charles	185701	1857	1854-1857	Promotion 1854-1857		NC		500-750			bon état
ENCPOS_1857_02	Essai sur les clercs notaires et secrétaires du roi depuis leur établissement jusqu’en 1483, précédé d’une notice sur les <i>Referendarii, Cancellarii</i> et <i>Notarii</i> sous les deux premières races, et sous la troisième jusqu’à Philippe_IV	Essai sur les clercs notaires et secrétaires du roi depuis leur établissement jusqu’en 1483, précédé d’une notice sur les referendarii, Cancellarii et Notarii sous les deux premières races, et sous la troisième jusqu’à Philippe IV	Campardon	Louis-Émile	LOUIS-ÉMILE CAMPARDON	Louis-Émile Campardon	Campardon, Émile (1837-1915)	https://www.idref.fr/026764296	1857	5-7	campardon	1	1000	1483				1-1847-1865	Campardon, Louis-Émile	185702	1857	1854-1857	Promotion 1854-1857		NC		1000-1483			bon état
ENCPOS_1857_03	Le Conseil du roi au <abbr>xiv<sup>e</sup></abbr> siècle	Le Conseil du roi au xive siècle	L’épinois, De	Henri	HENRI DE L’ÉPINOIS	Henri de l’Épinois	L'Épinois, Henri de (1831-1890)	https://www.idref.fr/032563655	1857	9-10	lepinois	1	1300	1399				1-1847-1865	L’épinois, De, Henri	185704	1857	1854-1857	Promotion 1854-1857		NC		1300-1399			bon état
ENCPOS_1857_04	Des cours colongères en Alsace	Des cours colongères en Alsace	Kroeber	Auguste	AUGUSTE KROEBER	Auguste Kroeber		ABSENT	1857	11-12	kroeber	1	500	1850				1-1847-1865	Kroeber, Auguste	185703	1857	1854-1857	Promotion 1854-1857		NC		500-1850			bon état
ENCPOS_1857_05	Le domaine, le revenu, le prix des choses dans le comté de Champagne en 1275-1287 et en 1340	Le domaine, le revenu, le prix des choses dans le comté de Champagne en 1275-1287 et en 1340	Lefèvre	André	ANDRÉ LEFEVRE	André Lefevre	Lefèvre, André (1834-1904)	https://www.idref.fr/030248191	1857	13-18	lefevre	1	1275	1340				1-1847-1865	Lefèvre, André	185705	1857	1854-1857	Promotion 1854-1857		NC		1275-1340			bon état
ENCPOS_1857_06	Du pillage de la maison et des biens de l’évêque, <abbr>v<sup>e</sup></abbr> au <abbr>xiii<sup>e</sup></abbr> siècle	Du pillage de la maison et des biens de l’évêque, ve au xiiie siècle	Raymond	Paul	PAUL RAYMOND	Paul Raymond	Raymond, Paul (1833-1878)	https://www.idref.fr/028170997	1857	19-20	raymond	1	400	1299				1-1847-1865	Raymond, Paul	185706	1857	1854-1857	Promotion 1854-1857		NC		400-1299			bon état
ENCPOS_1857_PREV		pages liminaires							1857	0-2								1-1847-1865												
ENCPOS_1858_01	Essai sur Conrad_de_Wurzbourg	Essai sur Conrad de Wurzbourg	Brièle	Léon	LÉON BRIÈLE	Léon Brièle	Brièle, Léon (1836-1893) 	https://www.idref.fr/033808937	1858	3	briele	1	1225	1287				1-1847-1865	Brièle, Léon	185801	1858	1857-1858	Promotion 		NC		1225-1287			bon état
ENCPOS_1858_02	Notice sur le cartulaire de l’abbaye de Vierzon	Notice sur le cartulaire de l’abbaye de Vierzon	Daiguson	Maurice	MAURICE DAIGUSON	Maurice Daiguson		ABSENT	1858	5-6	daiguson	1	926	1499				1-1847-1865	Daiguson, Maurice	185802	1858	1857-1858	Promotion 1857-1858		NC		926-1499			bon état
ENCPOS_1858_03	Essai sur l’origine et l’organisation des états provinciaux dans la Flandre wallonne	Essai sur l’origine et l’organisation des états provinciaux dans la Flandre wallonne	Desplanque	Alexandre	A. DESPLANQUE.	A. Desplanque	Desplanque, Alexandre (1835-1871)	https://www.idref.fr/07859491X	1858	7-26	desplanque	1	-50	1850				1-1847-1865	Desplanque, Alexandre	185803	1858	1857-1858	Promotion 1857-1858		NC		-50-1850			bon état
ENCPOS_1858_04	Étude sur l’établissement des généraux des aides	Étude sur l’établissement des généraux des aides	Gouget	Alexandre	ALEXANDRE GOUGET	Alexandre Gouget	Gouget, Alexandre (1832-1889)	https://www.idref.fr/02825161X	1858	27-28	gouget	1	1000	1499				1-1847-1865	Gouget, Alexandre	185804	1858	1857-1858	Promotion 1857-1858		NC		1000-1499			bon état
ENCPOS_1858_05	Étude critique sur la vie et l’ouvrage de Dudon_de_Saint-Quentin (<i>De_moribus_et_actis_primorum_Normanniae_ducum_libri_tres</i>)	Étude critique sur la vie et l’ouvrage de Dudon de Saint-Quentin (De moribus et actis primorum Normanniae ducum libri tres)	Lair	Jules	JULES LAIR	Jules Lair	Lair, Jules (1836-1907)	https://www.idref.fr/028437543	1858	29-33	lair	1	1000	1099				1-1847-1865	Lair, Jules	185805	1858	1857-1858	Promotion 1857-1858		NC		1000-1099			bon état
ENCPOS_1858_06	Essai sur l’histoire et l’organisation du greffe au Parlement de Paris depuis les origines jusqu’au <abbr>xvi<sup>e</sup></abbr> siècle	Essai sur l’histoire et l’organisation du greffe au Parlement de Paris depuis les origines jusqu’au xvie siècle	Lot	Henri	Henri LOT	Henri Lot	 Lot, Henri 	 https://www.idref.fr/080456200	1858	35-42	lot	1	1200	1599				1-1847-1865	Lot, Henri	185806	1858	1857-1858	Promotion 1857-1858		NC		1200-1599			bon état
ENCPOS_1858_07	Étude historique sur la Jacquerie, d’après des documents en grande partie inédits	Étude historique sur la Jacquerie, d’après des documents en grande partie inédits	Luce	Siméon	SIMÉON LUCE	Siméon Luce	Luce, Siméon (1833-1892)	https://www.idref.fr/026997312	1858	43-45	luce	1	1358	1358				1-1847-1865	Luce, Siméon	185807	1858	1857-1858	Promotion 1857-1858		NC		1358-1358			bon état
ENCPOS_1858_08	Étude historique et critique sur l’origine du ministère public	Étude historique et critique sur l’origine du ministère public	Périn	Jules	JULES PERIN	Jules Perin	Périn, Jules-Albert-Henri (1834-1900)	https://www.idref.fr/079362583	1858	47-53	perin	1	-500	1850				1-1847-1865	Périn, Jules	185808	1858	1857-1858	Promotion 1857-1858		NC		-500-1850			bon état
ENCPOS_1858_09	De l’office du grand bouteiller et du grand échanson de France	De l’office du grand bouteiller et du grand échanson de France	Rendu	Athanase-Louis	Athanase-Louis RENDU	Athanase-Louis Rendu		ABSENT	1858	55-57	rendu	1	500	1789				1-1847-1865	Rendu, Athanase-Louis	185809	1858	1857-1858	Promotion 1857-1858		NC		500-1789			bon état
ENCPOS_1858_10	Essai sur le polyptyque et le premier cartulaire de Montier-en-Der	Essai sur le polyptyque et le premier cartulaire de Montier-en-Der	Thomeuf	Paul	PAUL THOMEUF	Paul Thomeuf		ABSENT	1858	59-67	thomeuf	1	672	1399				1-1847-1865	Thomeuf, Paul	185810	1858	1857-1858	Promotion 1857-1858		NC		672-1399			bon état
ENCPOS_1858_NEXT		pages postliminaires							1858	68-71								1-1847-1865												
ENCPOS_1858_PREV		pages liminaires							1858	0-2								1-1847-1865												
ENCPOS_1859_01	Histoire du consulat de Cahors de 1200 à 1351	Histoire du consulat de Cahors de 1200 à 1351	Lacombe	Paul	LACOMBE (Paul)	Lacombe (Paul)	Lacombe, Paul (1834-1919 ; archiviste-paléographe)	https://www.idref.fr/032302622	1859	3-14	lacombe	1	1200	1351				1-1847-1865	Lacombe, Paul	185904	1859	1858-1859	Promotion 1858-1859		NC		1200-1351			bon état
ENCPOS_1859_02	Thèse sur le cartulaire de l’abbaye de Pontigny (Yonne)	Thèse sur le cartulaire de l’abbaye de Pontigny (Yonne)	Chéron	Paul-Emmanuel	CHÉRON (Paul-Emmanuel)	Chéron (Paul-Emmanuel)		ABSENT	1859	15-20	cheron	1	1114	1499				1-1847-1865	Chéron, Paul-Emmanuel	185902	1859	1858-1859	Promotion 1858-1859		NC		1114-1499			bon état
ENCPOS_1859_03	Thèse sur le droit_de_chasse au Moyen_Âge	Thèse sur le droit de chasse au Moyen Âge	Chambur[E], De	Henri	M. DE CHAMBUR (Henri)	M. de Chambur (Henri)		ABSENT	1859	21-25	chambur[e]	1	500	1499				1-1847-1865	Chambur[E], De, Henri	185901	1859	1858-1859	Promotion 1858-1859		NC		500-1499			bon état
ENCPOS_1859_04	Administration d’une monnoyerie royale au Moyen_Âge	Administration d’une monnoyerie royale au Moyen Âge	Maupré	François	François MAUPRÉ	François Maupré		ABSENT	1859	27-39	maupre	1	1000	1499				1-1847-1865	Maupré, François	185905	1859	1858-1859	Promotion 1858-1859		NC		1000-1499			bon état
ENCPOS_1859_05	Des origines de la commune de Dijon	Des origines de la commune de Dijon	Gouvenain, De	Louis	Louis DE GOUVENAIN	Louis de Gouvenain	 Gouvenain, Louis de 	https://www.idref.fr/109284941	1859	41-44	gouvenain	1	1100	1183				1-1847-1865	Gouvenain, De, Louis	185903	1859	1858-1859	Promotion 1858-1859		NC		1100-1183			bon état
ENCPOS_1859_PREV		pages liminaires							1859	0-2								1-1847-1865												
ENCPOS_1860_01	Philippe_le_Bel et Guy_de_Dampierre, essai sur la guerre_de_Flandre (1296-1304)	Philippe le Bel et Guy de Dampierre, essai sur la guerre de Flandre (1296-1304)	Durande	Henri-Amédée	H. A. DURANDE.	H. A. Durande		ABSENT	1860	1-6	durande	1	1296	1304				1-1847-1865	Durande, Henri-Amédée	186101	1860	1859-1860	Promotion 1859-1860		NC		1296-1304			bon état
ENCPOS_1860_02	Essais historiques sur le règne de Charles_le_Chauve	Essais historiques sur le règne de Charles le Chauve	Faugeron	Hector-Paul	H. P. FAUGERON.	H. P. Faugeron	Faugeron, Hector-Paul (1838-1885)	 https://www.idref.fr/16118491X	1860	7-12	faugeron	1	843	877				1-1847-1865	Faugeron, Hector-Paul	186102	1860	1859-1860	Promotion 1859-1860		NC		843-877			bon état
ENCPOS_1860_03	Étude sur l’administration royale en Touraine de Philippe_Auguste à Philippe_le_Bel	Étude sur l’administration royale en Touraine de Philippe Auguste à Philippe le Bel	Lebrethon	Achille	A. LEBRETHON.	A. Lebrethon	Lebrethon, Achille (18XX-....)	https://www.idref.fr/193854864	1860	13-14	lebrethon	1	1180	1314				1-1847-1865	Lebrethon, Achille	186103	1860	1859-1860	Promotion 1859-1860		NC		1180-1314			bon état
ENCPOS_1860_04	De l’autorité de Grégoire_de_Tours, étude sur l’<i>Histoire_des_Francs</i>	De l’autorité de Grégoire de Tours, étude sur l'Histoire des Francs	Lecoy	Albert	Albert LECOY.	Albert Lecoy	Lecoy de La Marche, Albert (1839-1897)	https://www.idref.fr/026977613	1860	15-19	lecoy	1	539	594				1-1847-1865	Lecoy, Albert	186104	1860	1859-1860	Promotion 1859-1860		NC		539-594			bon état
ENCPOS_1860_05	Recherches sur la langue parlée en Gaule aux temps barbares (V<sup>e</sup>-IX<sup>e</sup> siècle)	Recherches sur la langue parlée en Gaule aux temps barbares (ve-ixe siècle)	Meyer	Paul	Paul MEYER.	Paul Meyer	Meyer, Paul (1840-1917)	 https://www.idref.fr/027026779	1860	21-26	meyer	1	400	899				1-1847-1865	Meyer, Paul	186105	1860	1859-1860	Promotion 1859-1860		NC		400-899			bon état
ENCPOS_1860_06	Essai sur les révolutions intérieures de la ville de Beauvais depuis l’invasion franke jusqu’à l’établissement de la commune	Essai sur les révolutions intérieures de la ville de Beauvais depuis l’invasion franke jusqu’à l’établissement de la commune	Tourillon	Paul	Paul TOURILLON.	Paul Tourillon		ABSENT	1860	27-32	tourillon	1	275	1099				1-1847-1865	Tourillon, Paul	186106	1860	1859-1860	Promotion 1859-1860		NC		275-1099			bon état
ENCPOS_1860_PREV		pages liminaires							1861	0								1-1847-1865												
ENCPOS_1861_01	Essai sur la vie du roi Robert et sa politique	Essai sur la vie du roi Robert et sa politique	Buchère	Clément-Paul	C. P. BUCHÈRE	C. P. Buchère		ABSENT	1861	1-5	buchere	1	972	1031				1-1847-1865	Buchère, Clément-Paul	186201	1861	1860-1861	Promotion 1860-1861		NC		972-1031			bon état
ENCPOS_1861_02	Étude sur les désinences de la conjugaison française au <abbr>xii<sup>e</sup></abbr> siècle (d’après une traduction des psaumes exécutée à cette époque et conservée actuellement à la bibliothèque_Bodléienne)	Étude sur les désinences de la conjugaison française au xiie siècle (d’après une traduction des psaumes exécutée à cette époque et conservée actuellement à la bibliothèque Bodléienne)	Hubert	Théodore	Théodore HUBERT	Théodore Hubert	Hubert, Théodore (1835-1904) 		1861	7-13	hubert	1	1100	1199				1-1847-1865	Hubert, Théodore	186202	1861	1860-1861	Promotion 1860-1861		NC		1100-1199			bon état
ENCPOS_1861_03	Quelques observations sur le règne d’Henri_Ier, roi de France	Quelques observations sur le règne d’Henri Ier, roi de France	Pélicier	Paul	P. PELICIER	P. Pelicier	Pélicier, Paul (1838-1903)	https://www.idref.fr/032746105	1861	15-16	pelicier	1	1031	1060				1-1847-1865	Pélicier, Paul	186204	1861	1860-1861	Promotion 1860-1861		NC		1031-1060			bon état
ENCPOS_1861_04	Du rôle de l’accent latin dans la langue française	Du rôle de l’accent latin dans la langue française	Paris	Gaston	Gaston PARIS	Gaston Paris	Paris, Gaston (1839-1903)	 https://www.idref.fr/027058352	1861	17-19	paris	1	-500	1862				1-1847-1865	Paris, Gaston	186203	1861	1860-1861	Promotion 1860-1861		NC		-500-1862			bon état
ENCPOS_1861_05	De l’<i>honor</i>, seigneurie territoriale du Languedoc et particulièrement de l’<i>honor</i> des Juifs, du <abbr>xi<sup>e</sup></abbr> au <abbr>xiv<sup>e</sup></abbr> siècle	De l’honor, seigneurie territoriale du Languedoc et particulièrement de l’honor des Juifs, du xie au xive siècle	Saige	Gustave	Gustave SAIGE	Gustave Saige	Saige, Gustave (1838-1905)	https://www.idref.fr/033141568	1861	21-25	saige	1	1000	1399				1-1847-1865	Saige, Gustave	186205	1861	1860-1861	Promotion 1860-1861		NC		1000-1399			bon état
ENCPOS_1861_06	Essai sur la juridiction et la procédure criminelle du Parlement pendant la première moitié du <abbr>xiv<sup>e</sup></abbr> siècle	Essai sur la juridiction et la procédure criminelle du Parlement durant la première moitié du xive siècle	Veyrier Du Muraud	Paul	P. VEYRIER DU MURAUD	P. Veyrier Du Muraud		ABSENT	1861	27-32	veyrierdumuraud	1	1300	1350				1-1847-1865	Veyrier Du Muraud, Paul	186206	1861	1860-1861	Promotion 1860-1861		NC		1300-1350			bon état
